PART #,REMARKS,YEAR,MONTH,MTH.LBR.HR,MTH.LAB.OVER.HR,MTH.LAB.AMT,YTD.OVERHEAD,TOTAL.MATERIAL,TOTAL
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE SCALE MDL 200, S/N 7E190090000836",2015,3,0,0,0,,36.8,36.8
27402,"UNITEC 5' X 5' SCALE, 10,000 LB CAP. S/N 22349",2015,3,0,0,0,,36.8,36.8
PORTLAND,US SCALE 10K CAP. MDL SH3660-10K  sn# 071513-1,2015,3,0,0,0,,36.8,36.8
27402,"GSE PORTABLE SCALE SYSTEM BATTERY PWR, MDL 450",2015,3,0,0,0,,36.81,36.81
27402,GSE SAWHORSE SCALE 5000 LB CAP MDL 350 S/N 530680 AT SHEAR #3011,2015,3,0,0,0,,36.81,36.81
27402,MFG=US SCALE MDL=5H 3660 10K SN=G51313,2015,3,0,0,0,,36.81,36.81
27402,MFG=US SCALE MDL=5H 3660 5K SN=061413 1,2015,3,0,0,0,,36.81,36.81
27402,"SALTER BRECKNELL 10,000 LB CAP SAWHORSE SCALE MDL 200, PO M05060",2015,3,0,0,0,,36.81,36.81
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE  SCALE MDL 200, S/N 7E190090000986",2015,3,0,0,0,,36.81,36.81
27402,SCALE AT WATER-JET,2015,3,0,0,0,,36.81,36.81
27402,"MITUTOYO 18"" DIGITAL CALIPER",2015,12,0,0,0,,37,37
4700,"STARRETT  1"" MOD #569",2015,11,0,0,0,,38.12,38.12
4700,STARETT MICROMETER MOD# 436,2015,11,0,0,0,,38.13,38.13
2440,PETERBUILT 2002 LIC# YAFD402 MDL# 330 VIN# 2XPNAZ7X82M580905,2015,9,0,0,0,,38.31,38.31
3405,ARONSON MOD. SHD30A S/N 77432 CAP. ROT. 36000 LBS,2015,9,0,0,0,,38.4,38.4
3200,"BROWN & SHARPE, 497 SERIES,  P/N: 599-497-12",2015,12,0,0,0,,38.5,38.5
27402,CATIC/FOWLER S/N G305229,2015,3,0,0,0,,39,39
27402,"HELIOS 0 - 6"" # 110",2015,7,0,0,0,,39.42,39.42
27402,"MITUTOYO 8"" DIGITAL CALIPER S/N 0043209  MODEL# 500-197",2015,7,0,0,0,,39.42,39.42
PORTLAND,US SCALE 10K CAP. MDL SH3660-10K  sn# 071513-1,2015,7,0,0,0,,40.49,40.49
27402,1000 # CAP SCALE  W/PORTA-TRONIC 800 19 X 25 BASE W/GE 600 INDICATOR,2015,7,0,0,0,,40.5,40.5
27402,1000 # CAP SCALE W/PORTA-TRONIC 800 9 X 25 BASE  W/GE 600 EXB INDICATOR,2015,7,0,0,0,,40.5,40.5
4700,"ACCUWEIGH 20,000 LB CAP SCALE   CTL",2015,7,0,0,0,,40.5,40.5
27402,BENCH SCALE 150#CAP SN#ADV2770451-2BD,2015,7,0,0,0,,40.5,40.5
3200,CHATILLON 200 LB CAP S/N 231193 P-0720,2015,7,0,0,0,,40.5,40.5
2958,CHATILLON 200 LB CAPACITY S/N 41508 MOD BP-13-2005,2015,7,0,0,0,,40.5,40.5
4700,"CRANE SCALE-50,000 LB  S/N 40078-66866 MODEL # 500892-0034",2015,7,0,0,0,,40.5,40.5
27402,DORAN 150 LB. DIGITAL BENCH SCALE SOUTH MIDDLE UPS AREA,2015,7,0,0,0,,40.5,40.5
27402,GENERAL 2000 LB. CAP PORTABLE SCALE MDL. PORTA-TRONIC 800 S/N 008055,2015,7,0,0,0,,40.5,40.5
27402,"GSE PORTABLE SCALE SYSTEM BATTERY PWR, MDL 450",2015,7,0,0,0,,40.5,40.5
27402,"GSE SAWHORSE SCALE 10,000 LB CAP MOD 350 S/N 530754",2015,7,0,0,0,,40.5,40.5
27402,GSE SAWHORSE SCALE 5000 LB CAP MDL 350 S/N 530680 AT SHEAR #3011,2015,7,0,0,0,,40.5,40.5
27402,"GSE SAWHORSE SCALE, 5000 LB. CAP. W/GSE 350 CONTROLLER S/N 082407-1",2015,7,0,0,0,,40.5,40.5
27402,"GSE SAWHORSE SCALE, 5000 LB. CAP. W/GSE 350 CONTROLLER S/N 082407-2",2015,7,0,0,0,,40.5,40.5
27402,MFG=US SCALE MDL=5H 3660 10K SN=G51313,2015,7,0,0,0,,40.5,40.5
27402,MFG=US SCALE MDL=5H 3660 5K SN=061413 1,2015,7,0,0,0,,40.5,40.5
27402,"PORTA WEIGH MOD# MSI-4260 S/N 2015-10030 CAP: 10,000# PHILLIPS SCALE CO.",2015,7,0,0,0,,40.5,40.5
27402,SALER BRECKNELL 10000 LB CAP SAWHORSE SCALE MDL 200 M123952,2015,7,0,0,0,,40.5,40.5
27402,"SALTER BRECKNELL 10,000 LB CAP SAWHORSE SCALE MDL 200, PO M05060",2015,7,0,0,0,,40.5,40.5
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE  SCALE MDL 200, S/N 7E190090000986",2015,7,0,0,0,,40.5,40.5
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE SCALE MDL 200, S/N 7E190090000836",2015,7,0,0,0,,40.5,40.5
3317,"SALTER-BRECKNELL 10000 LB CAP SAWHORSE SCALE NDL 200, S/N 7E190090001145",2015,7,0,0,0,,40.5,40.5
27402,SCALE AT WATER-JET,2015,7,0,0,0,,40.5,40.5
3405,TOLEDO 400 LB CAPACITY  S/N 232293,2015,7,0,0,0,,40.5,40.5
3405,TOLEDO 4000 LB CAPACITY HYDRO & CRANE ,2015,7,0,0,0,,40.5,40.5
2958,TRANCELL 5000 LB CAP SCALE MDL TI-500-SL S/N 7D460190002994,2015,7,0,0,0,,40.5,40.5
3200,"TRANSCELL 5000 LB CAP SCALE, MDL T1-500- SL S/N 7D460190003189 ",2015,7,0,0,0,,40.5,40.5
3200,"TYREL 10,000 LB CAP SCALE  SHIPPING",2015,7,0,0,0,,40.5,40.5
27402,"UNITEC 5' X 5' SCALE, 10,000 LB CAP. S/N 22349",2015,7,0,0,0,,40.5,40.5
4700,"WEIGHTRONIC 40,000 LB CAP SCALE    CTL",2015,7,0,0,0,,40.5,40.5
27402,1000 # CAP SCALE W/PORTA-TRONIC 800 9 X 25 BASE  W/GE 600 EXB INDICATOR,2015,4,0,0,0,,41.75,41.75
27402,"PORTA WEIGH MOD# MSI-4260 S/N 2015-10030 CAP: 10,000# PHILLIPS SCALE CO.",2015,4,0,0,0,,41.75,41.75
PORTLAND,US SCALE 10K CAP. MDL SH3660-10K  sn# 071513-1,2015,4,0,0,0,,41.75,41.75
27402,BENCH SCALE 150#CAP SN#ADV2770451-2BD,2015,4,0,0,0,,41.76,41.76
27402,MFG=US SCALE MDL=5H 3660 10K SN=G51313,2015,4,0,0,0,,41.76,41.76
27402,MFG=US SCALE MDL=5H 3660 5K SN=061413 1,2015,4,0,0,0,,41.76,41.76
27402,SALER BRECKNELL 10000 LB CAP SAWHORSE SCALE MDL 200 M123952,2015,4,0,0,0,,41.76,41.76
27402,"SALTER BRECKNELL 10,000 LB CAP SAWHORSE SCALE MDL 200, PO M05060",2015,4,0,0,0,,41.76,41.76
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE  SCALE MDL 200, S/N 7E190090000986",2015,4,0,0,0,,41.76,41.76
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE SCALE MDL 200, S/N 7E190090000836",2015,4,0,0,0,,41.76,41.76
3317,"SALTER-BRECKNELL 10000 LB CAP SAWHORSE SCALE NDL 200, S/N 7E190090001145",2015,4,0,0,0,,41.76,41.76
27402,SCALE AT WATER-JET,2015,4,0,0,0,,41.76,41.76
27402,1000 # CAP SCALE  W/PORTA-TRONIC 800 19 X 25 BASE W/GE 600 INDICATOR,2015,4,0,0,0,,41.77,41.77
4700,"ACCUWEIGH 20,000 LB CAP SCALE   CTL",2015,4,0,0,0,,41.77,41.77
3200,CHATILLON 200 LB CAP S/N 231193 P-0720,2015,4,0,0,0,,41.77,41.77
2958,CHATILLON 200 LB CAPACITY S/N 41508 MOD BP-13-2005,2015,4,0,0,0,,41.77,41.77
4700,"CRANE SCALE-50,000 LB  S/N 40078-66866 MODEL # 500892-0034",2015,4,0,0,0,,41.77,41.77
27402,DORAN 150 LB. DIGITAL BENCH SCALE SOUTH MIDDLE UPS AREA,2015,4,0,0,0,,41.77,41.77
27402,GENERAL 2000 LB. CAP PORTABLE SCALE MDL. PORTA-TRONIC 800 S/N 008055,2015,4,0,0,0,,41.77,41.77
27402,"GSE PORTABLE SCALE SYSTEM BATTERY PWR, MDL 450",2015,4,0,0,0,,41.77,41.77
27402,"GSE SAWHORSE SCALE 10,000 LB CAP MOD 350 S/N 530754",2015,4,0,0,0,,41.77,41.77
27402,GSE SAWHORSE SCALE 5000 LB CAP MDL 350 S/N 530680 AT SHEAR #3011,2015,4,0,0,0,,41.77,41.77
27402,"GSE SAWHORSE SCALE, 5000 LB. CAP. W/GSE 350 CONTROLLER S/N 082407-2",2015,4,0,0,0,,41.77,41.77
27402,OHAUS 120 LB CAP X .2 LBS SCALE S/N0016920-6DE,2015,4,0,0,0,,41.77,41.77
3405,TOLEDO 400 LB CAPACITY  S/N 232293,2015,4,0,0,0,,41.77,41.77
3405,TOLEDO 4000 LB CAPACITY HYDRO & CRANE ,2015,4,0,0,0,,41.77,41.77
2958,TRANCELL 5000 LB CAP SCALE MDL TI-500-SL S/N 7D460190002994,2015,4,0,0,0,,41.77,41.77
3200,"TRANSCELL 5000 LB CAP SCALE, MDL T1-500- SL S/N 7D460190003189 ",2015,4,0,0,0,,41.77,41.77
3200,"TYREL 10,000 LB CAP SCALE  SHIPPING",2015,4,0,0,0,,41.77,41.77
27402,"UNITEC 5' X 5' SCALE, 10,000 LB CAP. S/N 22349",2015,4,0,0,0,,41.77,41.77
4700,"WEIGHTRONIC 40,000 LB CAP SCALE    CTL",2015,4,0,0,0,,41.77,41.77
2958,CHATILLON 200 LB CAPACITY S/N 41508 MOD BP-13-2005,2015,5,0,0,0,,43.8,43.8
27402,"MITUTOYO 12"" DIGITAL CALIPER S/N0036080",2015,7,0,0,0,,43.8,43.8
27402,"SPI 24"" DIGITAL CALIPER",2015,7,0,0,0,,43.8,43.8
3405,TOLEDO 400 LB CAPACITY  S/N 232293,2015,5,0,0,0,,43.8,43.8
3405,TOLEDO 4000 LB CAPACITY HYDRO & CRANE ,2015,5,0,0,0,,43.8,43.8
2958,TRANCELL 5000 LB CAP SCALE MDL TI-500-SL S/N 7D460190002994,2015,5,0,0,0,,43.8,43.8
3200,"TRANSCELL 5000 LB CAP SCALE, MDL T1-500- SL S/N 7D460190003189 ",2015,5,0,0,0,,43.8,43.8
3200,"TYREL 10,000 LB CAP SCALE  SHIPPING",2015,5,0,0,0,,43.8,43.8
628,10 YR CYCLE AS PER JOHN OLSON,2015,5,0,0,0,,44,44
3200,RAYMOND ELECTRIC #902-4DE4RTN,2015,5,0,0,0,,46.36,46.36
27402,MFG=US SCALE MDL=5H 3660 10K SN=G51313,2015,10,0,0,0,,46.53,46.53
27402,MFG=US SCALE MDL=5H 3660 5K SN=061413 1,2015,10,0,0,0,,46.53,46.53
27402,SALER BRECKNELL 10000 LB CAP SAWHORSE SCALE MDL 200 M123952,2015,10,0,0,0,,46.53,46.53
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE  SCALE MDL 200, S/N 7E190090000986",2015,10,0,0,0,,46.53,46.53
27402,"SALTER BRICKNELL 10000 CAP SAWHORSE SCALE MDL 200, S/N 7E190090000836",2015,10,0,0,0,,46.53,46.53
27402,SCALE AT WATER-JET,2015,10,0,0,0,,46.53,46.53
27402,1000 # CAP SCALE  W/PORTA-TRONIC 800 19 X 25 BASE W/GE 600 INDICATOR,2015,10,0,0,0,,46.54,46.54
4700,"ACCUWEIGH 20,000 LB CAP SCALE   CTL",2015,10,0,0,0,,46.54,46.54
3200,CHATILLON 200 LB CAP S/N 231193 P-0720,2015,10,0,0,0,,46.54,46.54
2958,CHATILLON 200 LB CAPACITY S/N 41508 MOD BP-13-2005,2015,10,0,0,0,,46.54,46.54
4700,"CRANE SCALE-50,000 LB  S/N 40078-66866 MODEL # 500892-0034",2015,10,0,0,0,,46.54,46.54
27402,DORAN 150 LB. DIGITAL BENCH SCALE SOUTH MIDDLE UPS AREA,2015,10,0,0,0,,46.54,46.54
27402,GENERAL 2000 LB. CAP PORTABLE SCALE MDL. PORTA-TRONIC 800 S/N 008055,2015,10,0,0,0,,46.54,46.54
27402,"GSE PORTABLE SCALE SYSTEM BATTERY PWR, MDL 450",2015,10,0,0,0,,46.54,46.54
27402,GSE SAWHORSE SCALE 5000 LB CAP MDL 350 S/N 530680 AT SHEAR #3011,2015,10,0,0,0,,46.54,46.54
27402,"GSE SAWHORSE SCALE, 5000 LB. CAP. W/GSE 350 CONTROLLER S/N 082407-1",2015,10,0,0,0,,46.54,46.54
27402,"GSE SAWHORSE SCALE, 5000 LB. CAP. W/GSE 350 CONTROLLER S/N 082407-2",2015,10,0,0,0,,46.54,46.54
27402,OHAUS 120 LB CAP X .2 LBS SCALE S/N0016920-6DE,2015,10,0,0,0,,46.54,46.54
27402,"SALTER BRECKNELL 10,000 LB CAP SAWHORSE SCALE MDL 200, PO M05060",2015,10,0,0,0,,46.54,46.54
3317,"SALTER-BRECKNELL 10000 LB CAP SAWHORSE SCALE NDL 200, S/N 7E190090001145",2015,10,0,0,0,,46.54,46.54
3405,TOLEDO 400 LB CAPACITY  S/N 232293,2015,10,0,0,0,,46.54,46.54
3405,TOLEDO 4000 LB CAPACITY HYDRO & CRANE ,2015,10,0,0,0,,46.54,46.54
2958,TRANCELL 5000 LB CAP SCALE MDL TI-500-SL S/N 7D460190002994,2015,10,0,0,0,,46.54,46.54
3200,"TRANSCELL 5000 LB CAP SCALE, MDL T1-500- SL S/N 7D460190003189 ",2015,10,0,0,0,,46.54,46.54
3200,"TYREL 10,000 LB CAP SCALE  SHIPPING",2015,10,0,0,0,,46.54,46.54
27402,"UNITEC 5' X 5' SCALE, 10,000 LB CAP. S/N 22349",2015,10,0,0,0,,46.54,46.54
4700,"WEIGHTRONIC 40,000 LB CAP SCALE    CTL",2015,10,0,0,0,,46.54,46.54
2958,GENERAL SUPPORT EQUIPMENT,2015,6,0,0,0,,48.76,48.76
628,36 AC/DC TRUE RMS CLAMP METER SS# 65857134,2015,9,0,0,0,,49.5,49.5
628,36 AC/DC TRUE RMS CLAMP METER SS# 65857134,2015,10,0,0,0,,49.5,49.5
27402,STARRETT MOD# T-436P-1,2015,3,0,0,0,,51.96,51.96
27402,"DORSE 40' X 91"" FLATBED TRAILER, USED FOR SAFEBOAT OUT OF RENTON",2015,6,0,0,0,,52.29,52.29
2440,"TAUTLINER WIDE-FRAME DUAL AXLE SEMI- TRAILER,MOD.TS2W,#1UYTS2454GC7985 01",2015,7,0,0,0,,52.29,52.29
27402,"UTILITY 40' LIC #8851 UG VIN 7L47650002 60,000 TR WT 8500, PAY LD 51,5000",2015,10,0,0,0,,52.29,52.29
27402,"UTILITY 45' X 102 "" CURTAIN VAN M104536 1UYFS2462EA178302",2015,8,0,0,0,,52.29,52.29
27402,"STARRETT 0 - 24"" OUTSIDE CALIPER S/N 123",2015,3,0,0,0,,53.32,53.32
3200,"PI TAPE 2""-24' OD E-Z READ 01070270",2015,10,0,0,0,,53.64,53.64
3405,MISCELLANEOUS WELDING APPARATUS AT 34O5,2015,6,0,0,0,,54.23,54.23
2440,"H E & M HYDRAULIC BAND SAW 18"" HIGH X 24"" WIDE",2015,6,0,0,0,,54.9,54.9
628,FLUKE DIGITAL MULTIMETER STD. CERT #616009,2015,4,0,0,0,,55,55
628,"FLUKE DIGITAL MULTIMETER STD. REPLACES 6242, CERT #1000199573",2015,4,0,0,0,,55,55
3200,HYSTER FORKLIFT 6000#  MODEL # S60BB4D6366V,2015,8,3,0,55.68,,0,55.68
27402,"MITUTOYO 8"" DIGITAL CALIPER S/N 0043209  MODEL# 500-197",2015,11,0,0,0,,57.85,57.85
27402,1999 INTERNATIONAL LIC# B27933P VIN# 2HSFPAEN9XC023593,2015,12,0,0,0,,59.8,59.8
27402,INTERNATIONAL 2002 LIC# B24797B VIN# 3HSCDAXN52N038348 M108671,2015,12,0,0,0,,59.8,59.8
27402,"PETERBUILT 378, 2006, 80,000 GVW, MO5898 VIN 1XPFD49X86D643847, LIC. # B75616P",2015,12,0,0,0,,59.8,59.8
27402,1998 INTERNATIONAL VIN #2HSFPANXWC062882 LIC# A31711P,2015,12,0,0,0,,59.81,59.81
3200,"COLLINS-PHILLIPS 12-24"" INSIDE PI TAPE S/N 09189646",2015,8,0,0,0,,60,60
3200,HYSTER FORKLIFT MODEL S50FT S/N: F187V13134F 5000 LB CAP.,2015,4,3.25,0,60.43,,0,60.43
3317,"PACIFIC SHEAR #510764  5/8"" X 20' MILD STEEL 1/2"" S/S/",2015,11,0,0,0,,61.5,61.5
2440,PETERBUILT 2002 LIC# YAFD402 MDL# 330 VIN# 2XPNAZ7X82M580905,2015,5,0,0,0,,61.86,61.86
27402,"TRAILMOBILE 32' TANDEM AXLE TRAILER  L/N 2016-MY, TAB# TL014758 W/6541",2015,5,0,0,0,,62.71,62.71
2958,WAREHOUSE: 6334.6. OFFICE: 940,2015,3,0,0,0,,63.41,63.41
2440,"METLSAW PRECISION PLATE SAW 8"" CAP. MDL NF 1214-T8 S/N 145",2015,5,0,0,0,,64.2,64.2
4700,CTL COIL UPERDER & HYDRAULIC UNIT,2015,3,0,0,0,,65,65
3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,4,0,0,0,,65.16,65.16
4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,4,0,0,0,,65.16,65.16
3317,ACCO POWER UNIT FOR MULTI PAD VACU LIFT,2015,4,0,0,0,,65.16,65.16
3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,4,0,0,0,,65.16,65.16
3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,4,0,0,0,,65.17,65.17
3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,4,0,0,0,,65.17,65.17
27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,4,0,0,0,,65.17,65.17
3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,4,0,0,0,,65.17,65.17
3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,4,0,0,0,,65.17,65.17
3200,"CMCI PUP 330# MAX CAP. 19""OAD @ #1025 & @1008",2015,4,0,0,0,,65.17,65.17
3317,"CMCI PUP 330B  19""OAD 330# MAX CAP.",2015,4,0,0,0,,65.17,65.17
3317,MOD XB 3200-14-4-3-8-B10-N30,2015,4,0,0,0,,65.17,65.17
27402,"INTERNATIONAL TRACTOR 9200, 2006 2HSCEAPR26H234464, M07143",2015,3,0,0,0,,65.58,65.58
628,1987 CHEV ASTRO VAN LIC # 893-YBP VIN  #1GNDM15Z9HB254574,2015,3,0,0,0,,65.59,65.59
628,"FORD RANGER 2003, VIN# 1FTYR10DX3PB51909 LIC# B28201H",2015,3,0,0,0,,65.65,65.65
3405,PROTO TORQUE WRENCH 90-600 FT. LB. 3/4 DRIVE,2015,9,0,0,0,,66,66
3317,"ALLTRA CNC PLASMA CUTTING TABLE, MDL PG14-10, S/N 5436 ",2015,12,3.42,0,66.13,,0,66.13
3200,"CMCI PUP 330# MAX CAP. 19""OAD @ #1025 & @1008",2015,8,0,0,0,,66.14,66.14
2440,1HTSDAAN6XH651645-LIC C39320D,2015,4,0,0,0,,66.74,66.74
27402,"BUSBY 32' X 102"" FB TRAILER LIC #4051SC",2015,3,0,0,0,,66.74,66.74
27402,"GREAT DANE TRAILER 45' X 96"" LIC# 46159V VIN# 1GRDM9020MM054804 1991",2015,6,0,0,0,,66.74,66.74
27402,2006 INTERNATIONAL 8600 TRACTOR VIN # 1HSHXAHR36J248955,2015,1,0,0,0,0,67.03,67.03
3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,10,0,0,0,,68.12,68.12
27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,10,0,0,0,,68.12,68.12
3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,10,0,0,0,,68.13,68.13
4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,10,0,0,0,,68.13,68.13
3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,10,0,0,0,,68.13,68.13
27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,10,0,0,0,,68.13,68.13
3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,10,0,0,0,,68.13,68.13
3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,10,0,0,0,,68.13,68.13
3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,10,0,0,0,,68.13,68.13
27402,ANVER 8 PAD MECHANICAL VACUUM LIFT MDL M250M-L & L200M8-231-4/44,2015,10,0,0,0,,68.13,68.13
27402,ANVER SINGLE PAD MECHANICAL VACUUM LIFT 1100 LB CAP. S/N 080001983,2015,10,0,0,0,,68.13,68.13
27402,ANVER VACUUM LIFTER M100M SN#,2015,10,0,0,0,,68.13,68.13
27402,ANVEWR 3 PAD VACU-LIFT 6000 LBS. MAX. 12' X 6' MAX. LOAD SIZE,2015,10,0,0,0,,68.13,68.13
3200,"CMCI PUP 330# MAX CAP. 19""OAD @ #1025 & @1008",2015,10,0,0,0,,68.13,68.13
3317,"CMCI PUP 330B  19""OAD 330# MAX CAP.",2015,10,0,0,0,,68.13,68.13
27402,M15M-QD2 SELF POWERED VACUUM LIFTER,2015,10,0,0,0,,68.13,68.13
27402,M70S SELF POWERED VACUUMLIFTER,2015,10,0,0,0,,68.13,68.13
3317,MOD XB 3200-14-4-3-8-B10-N30,2015,10,0,0,0,,68.13,68.13
27402,2003 INTERNATIONAL TRACTOR LIC # B69067G VIN # 2HSCAAPN43C060790,2015,10,0,0,0,,68.5,68.5
3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,3,0,0,0,,68.52,68.52
3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,3,0,0,0,,68.52,68.52
4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,3,0,0,0,,68.52,68.52
27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,3,0,0,0,,68.52,68.52
3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,3,0,0,0,,68.52,68.52
27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,3,0,0,0,,68.52,68.52
3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,3,0,0,0,,68.52,68.52
27402,ACCO POWER HEAD FOR MULTI PAD VACU LIFT,2015,3,0,0,0,,68.52,68.52
3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,3,0,0,0,,68.52,68.52
27402,ANVEWR 3 PAD VACU-LIFT 6000 LBS. MAX. 12' X 6' MAX. LOAD SIZE,2015,3,0,0,0,,68.52,68.52
3200,"CMCI PUP 330# MAX CAP. 19""OAD @ #1025 & @1008",2015,3,0,0,0,,68.52,68.52
3317,"CMCI PUP 330B  19""OAD 330# MAX CAP.",2015,3,0,0,0,,68.52,68.52
27402,M15M-QD2 SELF POWERED VACUUM LIFTER,2015,3,0,0,0,,68.52,68.52
27402,M70S SELF POWERED VACUUMLIFTER,2015,3,0,0,0,,68.52,68.52
3317,MOD XB 3200-14-4-3-8-B10-N30,2015,3,0,0,0,,68.52,68.52
27402,"BUSBY 32' X 102"" FB TRAILER LIC #4051SC",2015,1,0,0,0,0,68.6,68.6
3200,UNITED TRACTOR MOD# G-40-C S/N 10329 CAP: 4000 LBS 1971 ,2015,4,0,0,0,,69.12,69.12
27402,10 PAD ACCO VACU-LIFT  MOD XB3200-14-4-3-8 B10,2015,12,0,0,0,,69.54,69.54
3317,ACCO 12 VOLT DC S/N 11-5743  MOD# B 3200 (PLASMA TABLE),2015,12,0,0,0,,69.54,69.54
3200,ACCO 12V D.C. VAC-U-LIFT S/N99-1118898 MDL 3200B,2015,12,0,0,0,,69.54,69.54
4700,ACCO 8 PAD VAC-U-LIFT S/N 1062590 MDL B3200,2015,12,0,0,0,,69.54,69.54
27402,ACCO MANSAVER SHEET LIFTER 20000 LB CAP S/N 1307392,2015,12,0,0,0,,69.54,69.54
27402,ACCO POWER HEAD FOR MULTI PAD VACU LIFT,2015,12,0,0,0,,69.54,69.54
3200,ANVER 4 PAD OVAL VAC LIFT W/POWER HEAD MDL M160M4-190OCR S/N 408468-1,2015,12,0,0,0,,69.54,69.54
27402,ANVEWR 3 PAD VACU-LIFT 6000 LBS. MAX. 12' X 6' MAX. LOAD SIZE,2015,12,0,0,0,,69.54,69.54
3317,"ACCO MOD 121323-1 S/N X5600  4100# MAX CAP, 415#/PAD",2015,12,0,0,0,,69.55,69.55
27402,ACCO MOD# XB3200-14-4-3-8B10 N25  S/N A0950 4100# MAX CAP. 415#/PAD,2015,12,0,0,0,,69.55,69.55
3317,ACCO POWER HEAD FOR MULTI PAD VAC LIFT,2015,12,0,0,0,,69.55,69.55
3200,ACCO S/N 5126 3750# MAX CAP 625#/PAD,2015,12,0,0,0,,69.55,69.55
27402,ANVER VACUUM LIFTER M100M SN#,2015,12,0,0,0,,69.55,69.55
3200,"CMCI PUP 330# MAX CAP. 19""OAD @ #1025 & @1008",2015,12,0,0,0,,69.55,69.55
3317,"CMCI PUP 330B  19""OAD 330# MAX CAP.",2015,12,0,0,0,,69.55,69.55
27402,M15M-QD2 SELF POWERED VACUUM LIFTER,2015,12,0,0,0,,69.55,69.55
27402,M70S SELF POWERED VACUUMLIFTER,2015,12,0,0,0,,69.55,69.55
3317,MOD XB 3200-14-4-3-8-B10-N30,2015,12,0,0,0,,69.55,69.55
3200,INDUSTRIAL X-RAY SURVEY METER PORCHASED ON PO #M10270,2015,3,0,0,0,,70,70
3200,INDUSTRIAL X-RAY SURVEY METER S/N 900364  MODEL 2,2015,10,0,0,0,,70,70
3200,NDS PRODUCT INC N-D2000  SREIAL NO.20604,2015,3,0,0,0,,70,70
27402,"FRUEHAUF 32' PLATFORM TRAILER LIC # 4179NZ, VIN 1JJF322F525791154",2015,1,0,0,0,0,70.93,70.93
3317,"CMCI PUP 330B  19""OAD 330# MAX CAP.",2015,9,0,0,0,,71.26,71.26
27402,"FRUEHAUF 32' PLATFORM TRAILER LIC # 4179NZ, VIN 1JJF322F525791154",2015,6,0,0,0,,71.45,71.45
3200,"STABILA, TYPE 196-2, CAT. NO. 36524",2015,12,0,0,0,,71.5,71.5
628,STARRETT #98-12 ,2015,3,0,0,0,,71.5,71.5
628,STARRETT ID #B17970,2015,9,0,0,0,,71.5,71.5
628,TYPE 5.7360 S/N 1938,2015,4,0,0,0,,71.5,71.5
3200,"POPE MACHINERY CO. 1571148 M-50-B 3/16"" X 6 FT 1/4"" X 5 FT PIPE ROLL",2015,1,0,0,0,0,75.56,75.56
3200,PACIFIC 3661 HYDRAULIC,2015,7,0,0,0,,76.15,76.15
628,FLUKE MOD# 52 W/TYPE J & K PROBES 929 C K/J THERMOMETER S/N 4015299,2015,10,0,0,0,,77,77
